CountyId,StateId,RegionId,Male,Female,Poverty,ChildPoverty,CarOwnership,PrivateEmploy,SelfEmploy,Unemploy,AvgCommute,PublicEmploy,AvgAge,AvgIncome
138,2,5,25967,25425,26.664,17.271,71.003,86.153,,5.757,23.735,21.109,46.46,47196.29
139,2,5,28422,26566,26.664,17.574,79.386,91.607,9.09,5.252,16.261,23.028,40.4,40981.76
140,2,5,6755,6237,41.915,34.138,78.578,94.536,22.826,8.383,13.13,29.997,0,25149
141,2,5,5502,5634,27.775,19.493,77.366,86.254,17.17,5.959,17.675,28.886,31.31,31524.12
142,2,5,19742,18522,31.512,20.402,77.871,83.83,11.312,6.767,15.958,25.755,36.36,36808.44
143,2,5,7145,6931,19.392,16.867,74.841,82.517,9.797,7.979,17.978,28.179,36.36,36382.22
144,2,5,41292,40481,25.25,18.685,82.416,85.749,7.373,5.858,12.322,26.664,38.38,39360.71
145,2,5,25409,24955,26.462,19.291,73.831,88.274,11.009,5.959,21.109,20.604,45.45,45478.28
146,2,5,22931,19644,54.338,35.35,77.366,83.123,16.564,6.262,16.867,24.139,37.37,27579.06
147,2,5,35949,35828,25.452,18.887,79.588,86.961,7.777,8.585,12.726,23.028,38.38,38573.92
148,2,5,41815,39755,20.705,24.947,71.104,87.971,8.383,5.555,24.341,28.785,53.53,54090.55
149,2,5,18595,19719,32.118,24.442,75.245,91.708,,6.464,19.19,23.331,32.32,32653.3
150,2,5,54094,50709,32.017,19.897,80.598,87.062,9.09,5.656,14.544,23.634,39.39,39612.2
151,2,5,8503,8561,25.856,18.483,82.719,87.365,10.1,3.838,14.342,28.684,34.34,35026.8
152,2,5,16486,15464,39.188,22.725,79.285,81.103,9.898,6.969,14.746,29.29,35.35,35725.72
153,2,5,13777,13305,40.602,23.432,76.457,82.618,11.312,8.888,15.15,26.058,36.36,36384.24
154,2,5,4648,4135,67.67,40.602,76.558,82.921,20.604,7.07,17.372,30.805,42.42,20746.41
155,2,5,8153,7254,39.289,43.228,77.063,89.082,13.433,5.858,17.776,30.098,32.32,33041.14
156,2,5,9082,8341,20.806,15.756,79.689,86.456,8.181,,15.655,27.169,41.41,42416.97
157,2,5,54510,50058,30.199,18.483,82.113,89.486,8.383,5.555,13.13,21.614,41.41,41986.71
158,2,5,27051,26336,26.159,18.18,75.851,88.981,10.201,7.777,17.271,25.654,37.37,38122.45
159,2,5,350919,314696,28.078,18.988,81.709,85.749,9.191,4.646,14.544,23.836,45.45,46066.1
160,2,5,7374,6900,37.572,24.341,80.396,82.618,10.302,3.939,15.655,26.462,35.35,35804.5
161,2,5,48801,44863,25.957,18.079,78.073,86.86,7.171,5.858,16.867,24.846,43.43,43556.25
162,2,5,17336,16585,24.846,18.887,81.103,88.779,,5.959,13.433,28.684,40.4,40403.03
163,2,5,77472,75019,24.24,24.038,76.255,85.446,7.373,4.141,20.503,21.917,44.44,45015.7
164,2,5,44620,45072,18.685,14.443,78.679,88.274,7.878,5.555,16.564,26.563,49.49,50065.7
165,2,5,5673,5176,40.299,28.785,74.639,82.82,13.332,4.242,20.705,29.795,31.31,26134.76
166,2,5,10960,9257,38.279,26.159,76.457,78.376,17.069,3.838,20.503,22.018,31.31,31045.38
167,2,5,178786,171116,19.594,,76.356,87.769,8.585,,19.695,21.008,57.57,58572.93
168,2,5,10962,9546,35.855,26.361,73.326,86.355,11.514,7.979,18.988,22.321,32.32,32362.42
169,2,5,15536,15154,25.957,,75.75,85.749,9.999,8.08,16.665,24.139,32.32,32621.99
170,2,5,48388,46873,33.229,20.402,78.78,82.82,8.484,7.171,14.948,23.836,38.38,39372.83
171,2,5,218195,200198,28.381,19.493,82.214,86.759,9.898,4.646,13.938,24.644,43.43,44247.09
172,2,5,11693,10745,40.602,31.714,78.073,90.395,20.907,4.141,18.584,24.543,31.31,27529.57
173,2,5,121040,109378,33.734,22.826,73.326,85.648,8.888,,22.927,19.493,44.44,44812.69
174,2,5,61581,59402,24.543,16.261,82.719,88.678,9.999,5.959,12.221,24.341,45.45,46208.51
175,2,5,5440,4697,54.439,50.298,77.063,85.244,11.312,4.747,19.19,26.765,31.31,24782.37
176,2,5,10300,9753,35.552,25.25,78.578,83.123,13.938,4.242,18.079,30.199,31.31,30633.3
177,2,5,17510,15976,30.603,,76.558,88.072,10.302,5.555,18.887,19.392,32.32,33153.25
178,2,5,11673,11200,28.583,20.604,77.164,80.598,10.403,8.989,14.039,27.472,36.36,37293.24
179,2,5,30254,28630,30.401,21.21,76.255,86.254,11.211,4.242,20.503,24.543,37.37,37419.49
180,2,5,43150,43572,22.523,16.16,82.416,86.961,8.484,6.06,12.423,30.401,51.51,52377.59
181,2,5,105439,100125,10.504,8.383,83.426,86.355,5.555,4.848,12.625,28.785,70.7,70888.87
182,2,5,7510,5964,57.671,43.127,71.811,87.062,16.968,5.151,24.038,24.543,0,19696.01
183,2,5,42362,39888,37.471,23.23,78.477,85.244,13.938,5.555,16.766,24.846,35.35,35506.55
184,2,5,21775,19788,40.602,22.725,79.184,83.527,,5.555,15.756,24.442,39.39,39598.06
185,2,5,104713,97748,25.755,19.291,77.77,86.658,7.676,4.04,19.089,22.321,46.46,47030.65
186,2,5,34249,32333,32.522,22.725,79.083,85.345,11.514,6.262,15.453,30.3,35.35,36201.43
187,2,5,8592,8574,25.957,19.291,78.174,81.204,20.2,6.06,16.261,32.926,42.42,43239.11
188,2,5,5917,5429,50.399,,69.589,86.557,21.008,5.151,26.26,22.826,31.31,23987.5
189,2,5,12376,11994,37.572,22.119,75.043,85.749,9.696,9.696,16.16,27.068,33.33,33525.94
190,3,2,1117,2219,23.432,16.968,79.386,18.584,,5.959,15.554,4.949,61.61,62133.18
191,3,2,2313,3426,9.09,9.191,78.679,42.723,2.121,3.232,19.089,7.676,84.84,85149.06
192,3,2,147444,154653,12.524,8.282,74.033,76.154,6.767,5.757,21.109,19.695,78.78,79109.26
193,3,2,8509,9444,31.31,25.452,53.732,26.765,17.776,2.02,45.248,7.474,51.51,51522.12
194,3,2,421,558,8.484,7.272,50.197,66.256,5.454,11.211,39.592,10.504,79.79,80547.5
195,3,2,943,1137,5.656,12.827,67.064,44.339,2.323,7.979,24.745,18.079,81.81,82359.44
196,3,2,2413,2614,24.846,18.281,59.085,38.077,12.625,3.737,38.178,8.888,54.54,54714.73
197,3,2,46690,54011,9.999,8.181,66.458,74.74,7.979,4.141,30.199,19.392,71.71,71778.68
198,3,2,1184,1400,4.343,5.353,69.69,59.085,3.03,10.403,19.897,8.282,58.58,59337.5
199,3,2,1008,1140,29.492,12.019,54.035,37.875,13.231,15.756,31.209,9.09,52.52,52943.19
200,3,2,16044,16811,11.11,6.666,53.833,69.589,5.252,7.777,39.188,15.251,85.85,86603.46
201,3,2,27519,30273,11.918,10.1,72.922,68.074,9.494,9.898,17.574,19.897,63.63,64320.84
202,3,2,6727,7108,15.756,12.221,63.327,64.438,7.979,7.373,29.795,13.13,64.64,64864.22
203,3,2,6570,7542,12.827,11.413,65.65,61.913,6.363,9.494,25.553,11.413,70.7,71595.87
204,3,2,3751,4242,40.097,33.633,45.854,24.745,28.886,0.505,54.338,5.959,38.38,38611.29
205,3,2,750,738,23.735,,42.622,21.412,9.898,,52.116,6.06,50.5,51288.81
206,3,2,46432,50707,12.625,10.1,71.306,72.72,,7.878,21.715,34.34,72.72,73712.83
207,3,2,4627,5324,32.825,27.27,51.106,26.058,16.665,5.252,44.44,7.07,48.48,49356.68
208,3,2,3529,6233,14.847,13.029,74.538,20.301,9.393,0.909,25.452,8.484,72.72,73301.76
209,3,2,3602,4206,30.502,24.038,54.54,5.454,22.119,2.121,44.137,-7.474,63.63,64284.48
210,3,2,1528,1725,9.393,10.302,55.348,52.318,8.484,11.615,33.532,7.575,67.67,68614.35
211,3,2,2937,3502,20.402,14.746,50.904,52.116,14.039,11.918,38.077,14.14,48.48,49008.23
212,3,2,4402,4629,9.595,9.09,60.701,58.176,3.838,11.817,28.482,12.019,70.7,71079.76
213,3,2,476,532,2.02,2.424,68.882,43.329,7.878,7.575,22.725,5.555,69.69,70011.18
214,3,2,3151,3948,21.311,14.645,64.64,52.823,9.494,7.878,28.078,13.13,62.62,63296.7
215,3,2,4524,5188,8.989,11.009,57.166,63.832,10.807,,33.229,9.696,78.78,79598.1
216,3,2,1171,1239,20.604,11.918,54.54,59.085,7.575,13.534,32.825,8.585,48.48,49089.03
217,3,2,278,370,6.565,5.454,53.328,49.591,7.979,10.201,37.471,6.363,72.72,73225
218,3,2,2632,3068,30.3,22.624,33.633,28.987,18.382,5.151,62.317,8.686,38.38,38875.91
219,5,1,36825,36019,45.45,36.966,50.702,77.366,18.382,,45.45,29.088,31.31,32074.57
220,5,1,64182,66761,25.149,18.079,63.832,78.376,8.787,,30.805,19.493,45.45,45525.75
221,5,1,69839,68228,26.563,22.927,72.922,69.387,8.888,,23.533,18.887,50.5,50736.34
222,5,1,26996,26700,38.885,22.927,72.922,78.578,12.928,,23.331,21.21,39.39,40148.51
223,5,1,17531,20249,29.391,22.826,71.811,77.467,14.241,,25.25,21.513,45.45,46423.64
224,5,1,4317,4795,17.877,13.837,82.315,81.002,10.1,,14.443,18.685,51.51,52144.28
225,5,1,10056,10481,34.138,19.291,61.408,75.346,11.312,,31.613,11.817,34.34,34810.66
226,5,1,2052304,2006019,24.644,17.17,83.325,77.265,7.777,,11.817,25.755,54.54,54771.29
227,5,1,102000,103394,31.108,,79.083,78.881,,,15.15,19.493,38.38,38872.88
228,5,1,54208,54523,40.804,30.906,61.711,72.72,19.998,,31.613,22.523,35.35,36280.21
229,5,1,512503,496019,27.775,19.493,75.649,77.366,10.1,,18.483,24.644,46.46,-46623.62
230,5,1,189142,204527,25.755,17.473,76.962,79.285,10.706,,18.685,31.512,49.49,49971.77
231,5,1,24752,22791,30.098,23.735,68.68,82.113,11.413,,20.705,21.917,40.4,40541.4
232,5,1,111406,106749,23.634,16.16,77.063,74.74,10.1,,14.342,23.432,44.44,45195.48
233,5,1,100200,104816,29.29,20.907,73.831,80.396,13.231,,22.119,19.089,40.4,41150.43
234,6,5,9892,9025,30.704,20.301,77.164,81.709,8.383,7.777,15.453,15.251,36.36,36775.11
235,6,5,11154,10286,28.684,20.907,77.366,87.163,11.918,4.848,18.18,18.685,34.34,34605.63
236,6,5,21441,20009,25.957,16.059,79.689,85.446,7.676,8.383,12.928,17.271,35.35,35749.96
237,6,5,121621,118958,18.382,12.322,86.759,84.234,4.242,5.959,8.08,20.099,56.56,56801.39
238,6,5,19279,18319,25.351,17.877,78.78,86.052,8.484,8.989,12.726,20.503,39.39,39643.51
239,6,5,5728,5589,47.47,29.29,73.528,80.497,9.494,5.656,21.816,22.321,33.33,34038.01
240,6,5,2578,2718,23.432,17.978,75.649,86.254,7.272,7.474,17.877,26.967,36.36,37267.99
241,6,5,14241,13670,27.472,18.483,79.285,79.285,6.262,10.302,11.211,19.796,36.36,37265.97
242,6,5,5833,5632,44.844,32.017,67.266,82.113,11.615,8.686,25.048,20.604,31.31,29202.13
243,6,5,12084,10893,32.926,23.937,73.831,79.992,8.484,5.353,21.412,21.715,35.35,35381.31
244,6,5,7890,7663,31.815,22.018,79.386,83.628,9.595,7.979,13.534,21.21,32.32,32877.52
245,6,5,12997,12970,22.321,14.645,76.154,82.517,10.302,8.989,15.453,25.048,42.42,43334.05
246,6,5,4318,4276,31.815,21.008,70.902,83.527,9.797,5.353,24.745,29.997,43.43,43589.58
247,6,5,12885,11684,36.461,25.856,76.861,86.153,10.201,4.343,19.796,17.271,36.36,36985.19
248,6,5,10871,10449,35.451,22.826,77.265,82.719,8.181,6.464,17.069,24.947,37.37,38109.32
249,6,5,52567,49855,29.896,20.402,79.083,84.335,7.575,6.969,14.847,17.978,42.42,42899.75
250,6,5,31793,30571,27.977,18.685,81.204,86.86,7.979,4.848,14.847,23.23,41.41,41680.68
251,6,5,26545,23716,35.653,24.341,78.477,84.133,9.999,5.252,16.968,21.109,38.38,38384.04
252,6,5,9173,8467,27.068,20.301,73.73,80.295,8.686,6.363,20.099,24.24,38.38,38484.03
253,6,5,4030,3915,21.109,15.655,72.922,78.78,8.383,4.848,22.422,23.735,34.34,34424.84
254,6,5,6704,5798,50.298,33.33,70.599,87.163,17.877,4.545,25.957,19.392,31.31,27468.97
255,6,5,9620,9307,38.279,28.886,70.599,82.012,14.443,7.575,22.725,22.321,32.32,33147.19
256,6,5,61463,59072,16.968,15.655,77.669,84.638,6.666,5.151,18.079,24.745,51.51,51735.23
257,6,5,9159,8884,28.583,22.22,72.215,78.275,11.11,7.878,20.301,27.371,39.39,39677.85
258,6,5,6230,6115,36.158,20.099,74.235,83.224,7.676,11.11,15.049,27.674,37.37,37436.66
259,6,5,50533,47390,31.714,21.109,78.376,79.083,9.292,8.08,14.443,22.119,38.38,-39120.33
260,6,5,9270,8963,16.665,12.12,77.871,84.941,9.494,4.848,18.281,30.603,46.46,46632.71
261,6,5,22124,21691,23.028,17.978,79.285,87.668,9.09,6.969,14.645,20.907,41.41,41698.86
262,6,5,11664,10894,42.521,27.27,74.336,80.497,7.979,6.161,20.503,20.604,32.32,32443.22
263,6,5,16389,17259,28.179,19.291,76.457,84.436,7.676,,18.887,26.462,40.4,40400
264,6,5,7028,6661,36.663,22.018,78.275,72.821,8.585,,15.251,19.695,34.34,34571.29
265,6,5,19076,18244,32.32,22.018,77.871,81.81,6.969,6.969,16.059,20.402,36.36,36627.65
266,6,5,6547,7066,32.825,21.21,72.922,79.083,10.1,11.11,16.766,23.432,32.32,32956.3
267,6,5,8948,8824,45.45,27.068,76.457,87.567,7.979,,17.978,19.897,31.31,31573.61
268,6,5,37756,36526,39.693,25.755,70.296,85.648,11.312,3.939,26.563,21.412,36.36,37114.47
269,6,5,13226,12962,33.936,22.321,81.103,82.618,6.262,5.555,14.14,20.604,34.34,34480.39
270,6,5,3773,3569,32.724,24.644,65.953,79.689,12.625,11.615,21.008,23.836,31.31,31505.94
271,6,5,8813,8386,31.512,24.139,72.114,79.992,6.969,7.878,20.099,24.745,32.32,32702.79
272,6,5,4449,5616,36.36,27.573,65.549,76.659,17.473,9.494,25.957,20.907,31.31,28676.93
273,6,5,5520,8681,30.906,23.23,68.882,79.285,14.342,7.979,23.735,24.24,32.32,32905.8
274,6,5,6399,6447,29.189,19.493,74.74,84.335,8.888,3.939,22.321,24.947,36.36,36567.05
275,6,5,11088,11132,27.674,19.493,73.427,82.921,8.181,,19.19,26.866,35.35,35678.25
276,6,5,36218,35179,16.463,12.524,77.568,85.951,5.959,5.151,18.18,26.765,53.53,54167.31
277,6,5,7915,7943,27.472,20.705,71.205,78.578,7.373,13.938,15.756,32.017,37.37,38067.91
278,6,5,8368,8253,27.573,18.988,73.629,76.861,11.009,11.918,15.453,23.331,34.34,34536.95
279,6,5,22333,21755,29.593,20.503,76.053,86.658,9.696,7.878,16.968,19.695,40.4,40720.17
280,6,5,23279,22033,41.309,27.068,76.255,80.497,12.12,6.464,18.18,18.079,34.34,34958.12
281,6,5,4111,3678,50.601,33.128,70.296,76.255,12.928,9.797,20.907,20.2,31.31,27923.47
282,6,5,4696,4592,24.139,18.079,69.185,79.386,4.343,13.231,18.584,28.28,33.33,33367.37
283,6,5,4470,4410,46.561,28.381,69.286,88.274,9.595,,22.826,28.684,31.31,30997.91
284,6,5,4057,4075,27.573,20.705,65.246,75.952,4.444,14.443,21.311,36.562,34.34,34881.36
285,6,5,13386,11907,39.087,24.341,75.144,85.042,8.383,4.949,20.907,23.331,31.31,31605.93
286,6,5,5218,5184,25.856,16.16,73.023,77.972,6.868,8.787,18.685,34.643,42.42,42769.46
287,6,5,10970,9624,52.924,34.441,70.094,76.154,18.281,7.07,23.836,19.695,31.31,27112.44
288,6,5,5723,5474,30.603,20.402,72.619,79.487,6.666,11.615,16.463,26.26,33.33,33427.97
289,6,5,12514,11937,36.259,23.028,79.588,83.628,10.1,7.575,13.837,23.836,33.33,33400.7
290,6,5,10539,10028,40.804,24.341,73.023,77.164,9.09,11.009,16.867,22.119,33.33,34039.02
291,6,5,32064,31393,26.563,20.2,80.295,84.84,7.676,6.161,14.443,18.988,39.39,40208.1
292,6,5,4307,4178,30.805,21.614,74.639,77.871,6.262,11.211,15.251,28.078,35.35,36191.33
293,6,5,205202,189164,26.26,17.776,75.346,85.85,7.575,4.747,20.806,20.503,46.46,46601.4
294,6,5,9107,8764,30.098,21.311,79.992,85.244,5.454,6.767,13.736,28.987,34.34,34384.44
295,6,5,12472,15145,37.067,25.048,71.407,79.588,11.817,6.969,22.321,20.503,32.32,32426.05
296,6,5,58492,56479,11.312,9.191,77.164,86.759,5.353,5.05,18.584,25.755,55.55,56375.17
297,6,5,5366,5612,32.32,20.301,71.609,73.023,11.009,9.09,20.2,22.523,37.37,37694.21
298,6,5,4020,4023,31.007,23.836,69.589,78.679,5.959,17.776,13.635,31.613,33.33,33413.83
299,6,5,65567,62978,36.966,23.432,85.648,84.739,6.161,4.343,10.706,18.079,38.38,38960.75
300,6,5,8792,8648,33.734,22.321,78.376,71.306,9.393,7.878,14.746,24.341,36.36,36944.79
301,6,5,8840,8385,33.229,23.836,75.346,79.285,8.888,11.312,14.241,29.189,31.31,30997.91
302,6,5,6233,6403,39.39,24.846,63.529,77.669,7.07,17.877,19.392,25.452,31.31,29556.64
303,6,5,21202,19836,32.118,20.604,82.315,89.385,9.797,4.949,13.736,18.887,38.38,39064.78
304,6,5,8686,8486,34.34,21.614,72.417,84.234,11.312,11.413,17.17,27.674,32.32,32635.12
305,6,5,109370,109225,25.553,20.301,79.487,79.083,6.262,,14.847,21.513,43.43,43959.24
306,6,5,40323,39123,21.917,19.19,79.992,80.699,7.171,5.757,14.847,23.331,42.42,42979.54
307,6,5,3639,3413,25.957,23.735,77.669,86.254,12.524,6.06,17.372,19.594,31.31,29282.93
308,6,5,11141,10912,27.472,18.786,78.578,78.78,8.383,,13.938,21.311,37.37,38182.04
309,7,2,816366,784465,15.352,12.625,79.487,64.236,8.383,7.474,13.938,31.007,75.75,76375.19
310,7,2,481,660,8.585,17.675,57.974,63.125,10.807,9.898,33.128,24.543,52.52,53446.17
311,7,2,17152,20212,22.725,12.928,65.145,79.891,14.14,11.918,23.634,29.593,54.54,54712.71
312,7,2,113573,111216,24.139,22.119,72.518,75.952,12.221,10.605,17.473,20.099,43.43,43878.44
313,7,2,22850,22364,13.433,12.726,65.852,79.891,12.221,14.039,20.503,33.936,53.53,53765.33
314,7,2,10369,11240,22.422,15.15,76.356,77.568,10.504,8.888,15.655,22.826,52.52,52689.68
315,7,2,567064,539964,14.14,11.009,78.275,69.589,8.888,8.787,13.736,35.653,80.8,80986.85
316,7,2,12493,15572,29.29,22.018,57.57,75.548,11.615,10.1,33.027,14.241,40.4,41255.47
317,7,2,92034,91879,13.433,10.504,72.518,76.962,11.211,11.211,16.968,28.684,69.69,70279.84
318,7,2,484227,482089,38.582,27.068,76.154,77.669,13.332,6.767,17.978,22.321,45.45,45685.33
319,7,2,13999,14309,27.573,21.008,68.781,76.962,12.726,11.009,19.998,22.018,39.39,39742.49
320,7,2,68176,68208,23.937,21.614,64.438,73.023,10.605,14.14,22.22,18.281,42.42,42618.97
321,7,2,87909,92078,31.31,24.24,67.266,80.8,17.574,5.252,28.078,21.513,41.41,41489.79
322,7,2,9250,9306,14.241,11.514,63.024,70.296,6.868,9.595,28.381,14.746,45.45,46414.55
323,7,2,425400,448992,33.33,23.735,77.063,78.578,12.827,6.262,17.372,23.836,49.49,49516.26
324,7,2,67710,84797,32.421,22.826,68.882,76.76,13.13,5.959,25.957,21.311,46.46,46945.81
325,7,2,32332,32467,33.128,,66.66,74.336,14.746,11.817,22.422,28.886,35.35,35933.78
326,7,2,10935,22036,23.836,16.564,43.026,77.972,11.009,,51.005,20.806,51.51,52070.55
327,7,2,5143967,4994804,26.058,18.382,79.79,73.73,10.1,9.494,11.615,30.3,56.56,56757.96
328,7,2,80117,74601,33.936,23.735,77.265,77.871,7.575,7.474,16.16,25.755,45.45,45523.73
329,7,2,133207,127724,10.403,8.383,74.538,65.852,5.757,15.554,10.908,30.502,93.93,94189.57
330,7,2,8946,9020,19.796,15.251,60.903,69.084,11.716,10.605,28.078,33.431,47.47,48157.81
331,7,2,44154,44265,28.381,20.604,65.549,74.437,12.322,15.554,19.291,19.089,42.42,43409.8
332,7,2,132040,134483,38.077,26.361,77.467,77.568,16.362,7.07,16.362,26.361,42.42,42886.62
333,7,2,4565,4710,18.786,18.988,57.065,66.862,8.686,11.716,31.613,15.554,37.37,38238.6
334,7,2,6903,7384,5.858,4.949,63.024,48.48,13.534,10.908,26.159,19.089,56.56,57513.44
335,7,2,211233,221491,25.351,17.17,77.366,71.205,8.484,,15.251,22.523,58.58,59370.83
336,7,2,71201,70495,13.433,10.403,77.568,76.76,7.575,10.605,12.625,23.836,71.71,72092.79
337,7,2,50401,49154,17.271,12.827,68.781,75.851,9.898,16.968,14.847,25.25,56.56,57086.21
338,7,2,1592233,1554996,17.776,12.928,82.618,79.184,7.676,7.878,10.302,27.068,76.76,77274.09
339,7,2,189426,180516,10.605,8.989,75.851,79.79,8.383,,16.463,27.371,73.73,74687.48
340,7,2,9451,9704,17.877,14.645,60.701,76.255,15.352,15.958,24.139,23.23,47.47,47806.33
341,7,2,1166100,1154911,23.533,16.968,77.871,77.77,13.029,7.878,15.049,32.724,56.56,57169.03
342,7,2,756202,724288,25.25,18.382,71.508,76.861,11.918,7.373,22.018,26.462,55.55,56546.87
343,7,2,29071,29060,14.948,10.908,77.164,78.881,12.322,7.171,16.463,32.118,71.71,71787.77
344,7,2,1063243,1052473,27.371,19.695,77.164,78.578,12.726,6.767,16.867,30.704,53.53,53967.33
345,7,2,1620192,1635134,18.584,14.645,78.073,76.76,8.787,7.777,14.948,25.25,64.64,64952.09
346,7,2,416982,432188,12.827,13.332,80.699,36.259,6.868,8.787,11.413,32.017,81.81,82106.94
347,7,2,359715,355924,25.452,18.786,79.588,77.366,13.837,6.464,14.746,30.401,53.53,53806.74
348,7,2,136919,142362,15.251,,68.983,74.336,6.666,11.514,20.099,21.513,60.6,61297.91
349,7,2,384118,372100,10.302,8.08,80.598,70.498,6.767,8.383,11.817,27.068,93.93,94559.23
350,7,2,219540,220667,21.412,16.463,76.255,68.377,8.08,8.08,16.362,19.291,63.63,64624.85
351,7,2,938436,948394,11.009,9.595,85.143,76.76,7.777,6.464,9.393,26.563,96.96,97273.1
352,7,2,136919,135051,17.271,15.251,73.831,70.599,7.676,11.514,15.453,26.159,67.67,67928.56
353,7,2,92001,88729,23.735,18.18,73.629,82.719,10.403,10.403,16.867,20.2,44.44,45066.2
354,7,2,1531,1520,22.927,14.746,45.45,71.811,8.08,9.797,42.723,28.482,42.42,43261.33
355,7,2,22290,22043,30.805,23.331,64.135,73.932,12.827,13.938,22.927,18.685,37.37,37541.7
356,7,2,216010,213999,19.19,13.534,74.942,77.366,11.514,6.06,19.897,30.401,66.66,67496.28
357,7,2,254783,245245,14.746,11.817,76.356,76.659,8.181,11.716,12.827,25.25,64.64,64882.4
358,7,2,268985,263655,28.482,20.503,79.689,81.002,15.352,6.868,14.342,27.27,50.5,50626.25
359,7,2,48376,47822,24.543,17.978,74.74,77.669,13.332,,18.786,26.664,52.52,52537.17
360,7,2,31979,31803,27.876,19.998,70.801,77.265,13.332,9.696,20.301,24.846,41.41,41411.01
361,7,2,6559,6946,24.038,19.695,50.298,65.953,9.09,12.827,29.896,18.18,34.34,35323.74
362,7,2,228873,229700,38.279,28.381,77.568,77.265,12.12,6.565,16.665,22.927,42.42,42451.31
